"Name","cluster","gene_description"
"ydfZ","blue","selenoprotein  function unknown"
"ydgA","yellow","conserved protein  DUF945 family"
"ydgC","black","inner membrane protein  GlpM family"
"ydgD","blue","predicted peptidase  K04775 protease YdgD [EC:3.4.21.-]"
"ydgH","black","predicted protein"
"ydgI","turquoise","predicted arginine/ornithine antiporter transporter  K03758 arginine:ornithine antiporter / lysine permease"
"ydgJ","green","predicted oxidoreductase"
"ydgK","blue","inner membrane protein  DUF2569 family"
"ydgU","turquoise","hypothetical protein"
"ydhB","blue","predicted DNA-binding transcriptional regulator"
"ydhC","brown","putative arabinose efflux transporter"
"ydhF","red","predicted oxidoreductase"
"ydhI","yellow","predicted inner membrane protein"
"ydhJ","turquoise","predicted membrane fusion protein (MFP) of YdhJK efflux pump"
"ydhK","turquoise","predicted efflux protein (PET) component of YdhJK efflux pump"
"ydhL","turquoise","conserved protein  K06938"
"ydhP","turquoise","predicted transporter  K08156 MFS transporter  DHA1 family  arabinose polymer transporter"
"ydhQ","blue","conserved protein"
"ydhR","green","predicted monooxygenase"
"ydhS","turquoise","conserved protein with FAD/NAD(P)-binding domain"
"ydhT","green","conserved protein"
"ydhU","turquoise","predicted cytochrome  K08354 thiosulfate reductase cytochrome b subunit"
"ydhV","turquoise","predicted oxidoreductase"
"ydhW","grey","predicted protein"
"ydhX","turquoise","predicted 4Fe-4S ferridoxin-type protein"
"ydhY","turquoise","predicted 4Fe-4S ferridoxin-type protein"
"ydhZ","turquoise","predicted protein"
"ydiB","brown","quinate/shikimate 5-dehydrogenase  NAD(P)-binding (EC:1.1.1.25)  K05887 quinate/shikimate dehydrogenase [EC:1.1.1.282]"
"ydiE","blue","hemin uptake protein HemP homolog"
"ydiF","yellow","fused predicted acetyl-CoA:acetoacetyl-CoA transferase: alpha subunit/beta subunit"
"ydiH","turquoise","predicted protein"
"ydiJ","turquoise","predicted FAD-linked oxidoreductase  K06911"
"ydiK","turquoise","inner membrane protein  UPF0118 family"
"ydiL","yellow","conserved protein"
"ydiM","blue","inner membrane protein  predicted transporter"
"ydiN","turquoise","inner membrane protein  predicted MFS superfamily transporter"
"ydiO","turquoise","predicted acyl-CoA dehydrogenase"
"ydiP","turquoise","predicted DNA-binding transcriptional regulator"
"ydiQ","turquoise","predicted electron transfer flavoprotein subunit"
"ydiR","green","predicted electron transfer flavoprotein  FAD-binding subunit"
"ydiS","green","predicted oxidoreductase with FAD/NAD(P)-binding domain  K00313 electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]"
"ydiT","brown","predicted 3Fe-4S ferredoxin-type protein"
"ydiU","turquoise","conserved protein  UPF0061 family  K08997 hypothetical protein"
"ydiV","turquoise","anti-FlhD4C2 factor  inactive EAL family phosphodiesterase"
"ydiV","turquoise","anti-FlhD4C2 factor  inactive EAL family phosphodiesterase"
"ydiY","brown","predicted outer membrane protein  acid-inducible  K07283 putative salt-induced outer membrane protein"
"ydiZ","turquoise","predicted protein"
"ydjA","turquoise","predicted oxidoreductase"
"ydjE","turquoise","predicted transporter  K08369 MFS transporter  putative metabolite:H+ symporter"
"ydjF","blue","predicted DNA-binding transcriptional regulator"
"ydjG","blue","alpha-Keto reductase  NADH-dependent  can use methylglyoxal as substrate"
"ydjH","turquoise","predicted kinase"
"ydjI","turquoise","predicted aldolase"
"ydjJ","yellow","predicted oxidoreductase  Zn-dependent and NAD(P)-binding"
"ydjK","turquoise","predicted transporter  K08369 MFS transporter  putative metabolite:H+ symporter"
"ydjL","turquoise","predicted oxidoreductase  Zn-dependent and NAD(P)-binding"
"ydjM","turquoise","inner membrane protein regulated by LexA  K07038 inner membrane protein"
"ydjN","turquoise","predicted transporter  K06956"
"ydjO","turquoise","predicted protein"
"ydjX","blue","inner membrane protein  TVP38/TMEM64 family"
"ydjY","turquoise","predicted protein"
"ydjZ","red","Inner membrane protein  TVP38/TMEM64 family"
"yeaC","blue","conserved protein  K09916 hypothetical protein"
"yeaD","yellow","conserved protein  K01792 glucose-6-phosphate 1-epimerase [EC:5.1.3.15]"
"yeaE","blue","aldo-keto reductase  methylglyoxal to acetol  NADPH-dependent"
"yeaG","magenta","protein kinase  function unknown  autokinase  K07180 serine protein kinase"
"yeaH","turquoise","UPF0229 family protein  K09786 hypothetical protein"
"yeaI","blue","predicted membrane-anchored diguanylate cyclase"
"yeaJ","turquoise","predicted diguanylate cyclase"
"yeaK","black","conserved protein"
"yeaL","grey","predicted inner membrane protein  UPF0756 family"
"yeaM","turquoise","predicted DNA-binding transcriptional regulator"
"yeaN","turquoise","predicted transporter  K03449 MFS transporter  CP family  cyanate transporter"
"yeaO","yellow","conserved protein"
"yeaP","brown","diguanylate cyclase  K13069 diguanylate cyclase [EC:2.7.7.65]"
"yeaQ","turquoise","conserved protein  UPF0410 family"
"yeaR","turquoise","conserved protein"
"yeaV","yellow","predicted transporter  K03451 betaine/carnitine transporter  BCCT family"
"yeaW","turquoise","predicted 2Fe-2S cluster-containing protein  K00517 [EC:1.14.-.-]"
"yeaX","turquoise","predicted oxidoreductase"
"yeaY","pink","lipoprotein  RpoE-regulated  fucntion unknown  K07285 outer membrane lipoprotein"
"yebB","turquoise","conserved protein  DUF830 family"
"yebC","turquoise","conserved protein  UPF0082 family"
"yebE","blue","inner membrane protein  DUF533 family"
"yebF","green","extracellular Colicin M immunity family protein"
"yebG","turquoise","conserved protein regulated by LexA  K09918 hypothetical protein"
"yebK","turquoise","predicted DNA-binding transcriptional regulator"
"yebO","turquoise","predicted inner membrane protein"
"yebQ","green","predicted transporter  K08169 MFS transporter  DHA2 family  multidrug resistance protein"
"yebS","turquoise","inner membrane protein  K03808 paraquat-inducible protein A"
"yebT","turquoise","conserved protein"
"yebV","turquoise","predicted protein"
"yebW","turquoise","predicted protein"
"yebY","blue","predicted protein"
"yebZ","blue","inner membrane protein  K07245 putative copper resistance protein D"
"yecA","green","conserved protein  UPF0149 family  K07039 uncharacterized protein"
"yecC","blue","predicted transporter subunit: ATP-binding component of ABC superfamily  K10010 cystine transport system ATP-binding protein [EC:3.6.3.-]"
"yecD","blue","isochorismatase family protein"
"yecE","turquoise","conserved protein  UPF0759 family"
"yecF","blue","conserved protein  DUF2594 family"
"yecH","turquoise","DUF2492 family protein  function unknown"
"yecJ","yellow","predicted protein"
"yecM","magenta","predicted metal-binding enzyme  K09907 hypothetical protein"
"yecN","turquoise","inner membrane protein  MAPEG family  K07136"
"yecR","yellow","lipoprotein  function unknown"
"yecS","brown","inner membrane protein  predicted transporter subunit: membrane component of ABC superfamily  K10009 cystine transport system permease protein"
"yecT","turquoise","predicted protein"
"yedA","turquoise","amino acid exporter for phenylalanine  threonine"
"yedD","grey","lipoprotein"
"yedE","yellow","predicted inner membrane protein  K07112"
"yedF","green","conserved protein  UPF0033 family"
"yedI","turquoise","conserved inner membrane protein  K09781 hypothetical protein"
"yedJ","green","predicted hydrolase  HD superfamily  K06950 uncharacterized protein"
"yedK","blue","predicted protein"
"yedL","magenta","predicted acyltransferase  K03829 putative acetyltransferase [EC:2.3.1.-]"
"yedN","red","pseudogene"
"yedP","blue","predicted mannosyl-3-phosphoglycerate phosphatase  K07026 mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]"
"yedQ","turquoise","predicted membrane-anchored diguanylate cyclase"
"yedR","turquoise","inner membrane protein"
"yedS","red","pseudogene"
"yedV","blue","predicted sensory kinase in two-component regulatory system with YedW  K02484 two-component system  OmpR family  sensor kinase [EC:2.7.13.3]"
"yedV","blue","predicted sensory kinase in two-component regulatory system with YedW  K02484 two-component system  OmpR family  sensor kinase [EC:2.7.13.3]"
"yedY","turquoise","membrane-anchored  periplasmic TMAO  DMSO reductase  K07147 sulfoxide reductase catalytic subunit YedY [EC:1.8.-.-]"
"yedZ","turquoise","inner membrane heme subunit for periplasmic YedYZ reductase  K17247 sulfoxide reductase heme-binding subunit YedZ"
"yeeA","turquoise","inner membrane protein  FUSC family"
"yeeD","turquoise","conserved protein"
"yeeE","turquoise","inner membrane protein  UPF0394 family  K07112"
"yeeH","turquoise","pseudogene"
"yeeJ","brown","putative adhesin  K13735 adhesin/invasin"
"yeeL","turquoise","pseudogene"
"yeeN","turquoise","conserved protein  UPF0082 family"
"yeeO","turquoise","predicted multdrug exporter  MATE family"
"yeeP","brown","pseudogene"
"yeeR","turquoise","CP4-44 prophage  predicted membrane protein"
"yeeS","blue","CP4-44 prophage  predicted DNA repair protein"
"yeeT","turquoise","CP4-44 prophage  predicted protein"
"yeeW","turquoise","pseudogene"
"yeeX","blue","conserved protein  UPF0265 family  K09802 hypothetical protein"
"yeeY","turquoise","predicted DNA-binding transcriptional regulator"
"yeeZ","turquoise","predicted epimerase  with NAD(P)-binding Rossmann-fold domain"
"yegD","blue","predicted chaperone  K04046 hypothetical chaperone protein"
"yegE","black","predicted diguanylate cyclase  GGDEF domain signaling protein"
"yegH","turquoise","inner membrane protein"
"yegI","turquoise","conserved protein"
"yegJ","turquoise","predicted protein"
"yegK","turquoise","predicted protein"
"yegL","turquoise","conserved protein"
"yegP","turquoise","conserved protein  UPF0339 family  K09946 hypothetical protein"
"yegQ","yellow","predicted peptidase  K08303 putative protease [EC:3.4.-.-]"
"yegR","grey","predicted protein"
"yegS","blue","phosphatidylglycerol kinase  metal-dependent  K07029"
"yegT","blue","nucleoside transporter  low affinity"
"yegU","turquoise","predicted hydrolase  K05521 ADP-ribosylglycohydrolase [EC:3.2.-.-]"
"yegV","blue","predicted kinase"
"yegW","turquoise","predicted DNA-binding transcriptional regulator"
"yegX","turquoise","predicted hydrolase  K07273 lysozyme"
"yegZ","yellow","pseudogene"
"yehA","blue","predicted fimbrial-like adhesin protein"
"yehB","green","predicted outer membrane protein  K07347 outer membrane usher protein"
"yehC","turquoise","predicted periplasmic pilin chaperone"
"yehD","yellow","predicted fimbrial-like adhesin protein"
"yehE","turquoise","predicted protein"
"yehH","brown","pseudogene"
"yehI","green","conserved protein"
"yehK","turquoise","predicted protein"
"yehL","black","predicted transporter subunit: ATP-binding component of ABC superfamily"
"yehM","black","predicted protein"
"yehP","turquoise","conserved protein"
"yehQ","black","pseudogene"
"yehR","blue","lipoprotein  DUF1307 family"
"yehS","turquoise","conserved protein  DUF1456 family"
"yehT","turquoise","predicted response regulator in two-component system withYehU  K02477 two-component system  LytT family  response regulator"
"yehT","turquoise","predicted response regulator in two-component system withYehU  K02477 two-component system  LytT family  response regulator"
"yehW","turquoise","predicted transporter subunit: membrane component of ABC superfamily  K05846 osmoprotectant transport system permease protein"
"yehX","black","predicted transporter subunit: ATP-binding component of ABC superfamily  K05847 osmoprotectant transport system ATP-binding protein"
"yehY","turquoise","predicted transporter subunit: membrane component of ABC superfamily  K05846 osmoprotectant transport system permease protein"
"yeiB","turquoise","predicted inner membrane protein  K07148 uncharacterized protein"
"yeiE","blue","predicted DNA-binding transcriptional regulator"
"yeiG","black","S-formylglutathione hydrolase (EC:3.1.1.-)  K01070 S-formylglutathione hydrolase [EC:3.1.2.12]"
"yeiH","grey","inner membrane protein  UPF0324 family"
"yeiI","turquoise","predicted kinase"
"yeiL","turquoise","DNA-binding transcriptional activator of stationary phase nitrogen survival  K16326 CRP/FNR family transcriptional regulator  putaive post-exponential-phase nitrogen-starvation regulator"
"yeiP","turquoise","elongation factor P-like protein  K02356 elongation factor P"
"yeiQ","turquoise","predicted D-mannonate oxidoreductase  NAD-dependent  K00540 [EC:1.-.-.-]"
"yeiR","black","Zn-stimulated GTPase involved in zinc homeostasis  mutants are cadmium and EDTA sensitive  Zn(2+) binding protein"
"yeiS","green","conserved protein  DUF2542 family"
"yeiW","brown","UPF0153 cysteine cluster protein  function unknown  K06940"
"yejB","grey","microcin C transporter YejABEF  permease subunit  ABC family  K13894 microcin C transport system permease protein"
"yejE","turquoise","microcin C transporter YejABEF  permease subunit  ABC family  K13895 microcin C transport system permease protein"
"yejF","green","microcin C transporter  ATP-binding subunit  ABC family  K13896 microcin C transport system ATP-binding protein"
"yejG","blue","predicted protein"
"yejH","green","predicted ATP-dependent DNA or RNA helicase  K17677 ATP-dependent helicase IRC3 [EC:3.6.4.-]"
"yejK","turquoise","spermidine nucleoid-associated protein  K06899 nucleoid-associated protein"
"yejL","blue","conserved protein  UPF0352 family  K09904 hypothetical protein"
"yejM","red","predicted hydrolase  inner membrane  K07014"
"yejO","turquoise","pseudogene"
"yejO","turquoise","pseudogene"
"yfaA","black","DUF2138 family protein  function unknown"
"yfaD","turquoise","conserved protein"
"yfaE","yellow","ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance  K11107 ferredoxin"
"yfaE","yellow","ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance  K11107 ferredoxin"
"yfaH","turquoise","pseudogene"
"yfaL","turquoise","adhesin  K07279 autotransporter family porin"
"yfaP","green","DUF2135 family protein  function unknown"
"yfaQ","brown","tandem DUF2300 domain protein  function unknown"
"yfaS","black","pseudogene"
"yfaT","blue","DUF1175 family protein  function unknown  K09934 hypothetical protein"
"yfaY","green","conserved protein  K03742 competence/damage-inducible protein CinA"
"yfaZ","turquoise","outer membrane protein  possible porin"
"yfbK","turquoise","conserved protein  K07114 Ca-activated chloride channel homolog"
"yfbL","turquoise","predicted peptidase"
"yfbM","turquoise","conserved protein  DUF1877 family"
"yfbN","turquoise","conserved protein"
"yfbO","grey","conserved protein"
"yfbP","turquoise","TPR-like repeats-containing protein"
"yfbP","turquoise","TPR-like repeats-containing protein"
"yfbR","turquoise","5'-nucleotidase  K08722 5'-nucleotidase [EC:3.1.3.5]"
"yfbS","turquoise","predicted transporter"
"yfbT","green","sugar phosphatas  K01112 [EC:3.1.3.-]"
"yfbU","turquoise","conserved protein  UPF0304 family  K09161 hypothetical protein"
"yfbV","turquoise","inner membrane protein  UPF0208 family  K09899 hypothetical protein"
